CODIGO;CODIGO EQUIVALENTE;LOCALIZAÇÃO;QUANTIDADE;;FORNECEDOR;FAMILIA;OBSER;;;ENTRADA;SAIDA;
CODIGO;CODIGO EQUIVALENTE;LOCALIZAÇAO;QUANTIDADE;QTD;FORNECEDOR;FAMILIA;OBSER;Coluna9;DESCRICAO;ENTRADA;SAIDA;O
MS132-12;1SAM350000R1012;C 07;3;CERTO;ABB;Proteção para motores;1PÇ SEM PLACA;X;;5;2;
MS132-16;1SAM350000R1011;C 07;0;0;ABB;Proteção para motores;;#N/D;;4;4;
MS132-2.5;1SAM350000R1007;C 07;2;CERTO;ABB;Proteção para motores;SEM CAIXA ;#N/D;;16;14;
MS132-20;1SAM350000R1013;C 07;1;0;ABB;Proteção para motores;;#N/D;;4;3;
MS132-25;1SAM350000R1014;C 07;1;0;ABB;Proteção para motores;;#N/D;;2;1;
MS132-32;1SAM350000R1015;C 07;1;CERTO;ABB;Proteção para motores;;X;;4;3;
MS132-4.0;1SAM350000R1008;C 07;5;CERTO;ABB;Proteção para motores;;#N/D;;12;7;
MS132-6.3;1SAM350000R1009;C 07;0;0;ABB;Proteção para motores;;#N/D;;18;18;
MS165-25;1SAM451000R1013;D 28;0;CERTO;ABB;Proteção para motores;;X;;0;0;
MS165-32;1SAM451000R1014;D 28;1;CERTO;ABB;Proteção para motores;;#N/D;;1;0;
MS165-42;1SAM451000R1015;D 28;4;0;ABB;Proteção para motores;;#N/D;;8;4;
MS165-54;1SAM451000R1016;D 28;0;CERTO;ABB;Proteção para motores;;#N/D;;3;3;
MS165-65;1SAM451000R1017;D 28;4;0;ABB;Proteção para motores;;#N/D;;4;0;
MS325-0.4;1SAM150000R1003;D 29;1;0;ABB;Proteção para motores;;#N/D;;1;0;
MS325-0.63;1SAM150000R1004;D 29;23;0;ABB;Proteção para motores;;#N/D;;23;0;
MS325-1.6;1SAM150000R1006;D 29;10;0;ABB;Proteção para motores;;#N/D;;10;0;
MS325-12.5;1SAM150000R1011;D 29;1;0;ABB;Proteção para motores;;#N/D;;1;0;
MS325-2.5;1SAM150000R1007;D 29;18;0;ABB;Proteção para motores;;#N/D;;18;0;
MS325-6.3;1SAM150000R1009;D 29;4;0;ABB;Proteção para motores;;#N/D;;4;0;
MS325-9.0;1SAM150000R1010;D 29;31;0;ABB;Proteção para motores;;#N/D;;31;0;
MS450-20;1SAM450000R1002;D 30;1;0;ABB;Proteção para motores;;#N/D;;1;0;
MS495-100A;1SAM550000R1010;D 30;0;0;ABB;Proteção para motores;;#N/D;;0;0;
MS495-50A;1SAM550000R1006;D 30;0;0;ABB;Proteção para motores;;#N/D;;0;0;
MS495-75A;1SAM550000R1008;D 30;0;0;ABB;Proteção para motores;;#N/D;;0;0;
MS495-90A;1SAM550000R1009;D 30;0;0;ABB;Proteção para motores;;#N/D;;0;0;
MS496-50A;1SAM570000R1006;D 30;1;0;ABB;Proteção para motores;;#N/D;;1;0;
MS497-16;1SAM580000R1001;D 30;4;0;ABB;Proteção para motores;;#N/D;;4;0;
MS497-25;1SAM580000R1003;D 30;6;0;ABB;Proteção para motores;;#N/D;;6;0;
MSAH1;1SAM201909R1021;N/A;34;CERTO;ABB;Proteção para motores;;#N/D;;44;10;
MSHAR;1SAM201920R1000;N/A;0;CERTO;ABB;Proteção para motores;;X;;1;1;
MSHDLB;1SAM201920R1001;C 17;19;CERTO;ABB;Proteção para motores;;#N/D;;33;14;
MSMN;1SAM101923R0002;D 16;32;CERTO;ABB;;;X;;44;12;
MSMNO;1SAM101923R0012;D 16;8;0;ABB;;;;;8;0;
MSW7101S;170H0069;N/A;1;0;ABB;;OBSOLETO;#N/D;;1;0;
MTAC01;MTAC01;N/A;0;0;ABB;;;#N/D;;0;0;
MTE08201W1AAAA0001;M3BP80MLG4K;A 08;1;0;ABB ;MOTOR;3GBP082470-ADK;#N/D;;1;0;
MTE0820W75AAAA0001 ;M3BP-IR3-001C-4P-K;A 01 ;7;0;ABB;MOTOR;;;;7;0;
MTE0820W75AADA0001;M3BP80MLD4K;A08;1;0;ABB;MOTOR;;;;1;0;
MTE09201W5AAAA0001;3GBP092325-ADB;A 08;6;0;ABB;MOTOR;IE2, 1,5 kW, 400 V (3GBP092325-ADB);#N/D;;10;4;
MTE09202W2AAAA0001;3GBP092520-ADL;A 08;7;0;ABB;MOTOR;IE3,1,5 kW, 400 V ;#N/D;;7;0;
MTE10203W7AAAA0001 ;M3BP-IR3-005C-4P-K;A 01 ;4;0;ABB;MOTOR;;;;4;0;
MTE11205W5AAAA0001;M3BP-IR3-07C5-4P-K;A 08;2;0;ABB;MOTOR;;;;2;0;
MTE13207W5AAAA0001 ;M3BP-IR3-010C-4P-K;A 01 ;2;0;ABB;MOTOR;;;;2;0;
MTE13211W0AAAA0001;;;1;0;ABB;MOTOR;;;;1;0;
MTE16215W0AAAA0001;3GBP162420-ADG;CORREDOR;1;0;ABB;MOTOR;4P - 15KW;;4P - 15KW;1;0;
MTE16218W5AAAA0001;;;1;0;ABB;MOTOR;;;;1;0;
MTE16311W0AAAA0001 ;M3BP-IR3-015C-6P-K ;A 01 ;1;0;ABB;MOTOR;;;;1;0;
MTE16315W0AAAA0001 ;M3BP-IR3-020C-6P-K;A 01 ;1;0;ABB;MOTOR;;;;1;0;
MTE18222W0AAAA0001;M3BP180MLB;N/A;0;;ABB;MOTOR;IE3, 22 kW, 400 V ;;;0;0;
MTE18222W0AAAA0001 ;M3BP-IR3-030C-4P-K ;A 01 ;1;0;ABB;MOTOR;;;;1;0;
MTE20230W0AAAA0001;3GBP202410-ADG;CORREDOR;2;0;ABB;MOTOR;;;;2;0;
MTE22422W0AAAA0001 ;M3BP-IR3-030C-8P-G;A 01 ;1;0;ABB;MOTOR;;;;1;0;
MTS0720W55AAAA0001;3GBP072450-ADL;A 08;2;0;ABB;MOTOR;IE3, 0,37 kW, 400 V ;#N/D;;2;0;
MTS18222W0AAAA0001;3GBP182420-ADL;CORREDOR;1;0;ABB;;;;;1;0;
MTS3-10B;1SFA611302R1006;CAIXA;1;0;ABB;;;#N/D;;1;0;
MVI56-MCM;MVI56-MCM;F 12;1;0;ALLEN BRADLEY;;1PÇ INCOMPLETO S/EMBALAGEM;#N/D;;1;0;
N0100BL;2CLA010000N1102;J;104;0;ABB;ORIGEN;Módulo cego;X;;242;138;
N0100NG;2CLA010000N1502;J;32;0;ABB;ORIGEN;;#N/D;;48;16;
N0101.2BL;2CLA010120N1102;J;28;0;ABB;ORIGEN;;X;;51;23;
N0101BL;2CLA010100N1102;J;472;0;ABB;ORIGEN;;X;;575;103;
N0101NG;2CLA010100N1502;J;13;CERTO;ABB;ORIGEN;;X;;30;17;
N0102BL;2CLA010200N1102;J;159;0;ABB;ORIGEN;INTERRUPTOR PARALELO ;#N/D;;261;102;
N0102NG;2CLA010200N1502;J;45;0;ABB;ORIGEN;;X;;52;7;
N0104.2NG;2CLA010420N1502;J;10;0;ABB;ORIGEN;;#N/D;;10;0;
N0104.7BL;2CLA010470N1102;J;13;0;ABB;ORIGEN;;X;;137;124;
N0104BL;2CLA010400N1102;J;19;0;ABB;ORIGEN;;X;;25;6;
N0104NG;2CLA010400N1502;J;26;0;ABB;ORIGEN;;X;;30;4;
N0107BL;2CLA010700N1102;J;164;0;ABB;ORIGEN;;X;;217;53;
N0107NG;2CLA010700N1502;J;33;0;ABB;ORIGEN;;X;;47;14;
N0110BL;2CLA011000N1102;J;137;0;ABB;ORIGEN;INTERRUPTOR INTERMEDIARIO;#N/D;;138;1;
N0110NG;2CLA011000N1502;J;9;0;ABB;ORIGEN;;#N/D;;9;0;
N0117BL;2CLA011700N1102;J;10;0;ABB;ORIGEN;;X;;10;0;
N0118.5BL;2CLA011850N1102;J;10;0;ABB;ORIGEN;RJ45 Cat5e;X;;10;0;
N0118.5NG;2CLA011850N1502;J;0;;ABB;ORIGEN;;#N/D;;0;0;
N0118.6BL;2CLA011860N1102;J;10;0;ABB;ORIGEN;;#N/D;;10;0;
N0118.6NG;2CLA011860N1502;J;10;0;ABB;ORIGEN;;#N/D;;10;0;
N0119.1BL;2CLA011910N1102;J;5;0;ABB;ORIGEN;;X;;5;0;
N0119.1NG;2CLA011910N1502;J;8;CERTO;ABB;ORIGEN;;#N/D;;8;0;
N0136.2BL;2CLA013620N1102;J;123;0;ABB;ORIGEN;;X;;244;121;
N0136.2NG;2CLA013620N1502;J;4;0;ABB;ORIGEN;;X;;40;36;
N0136.2RJ;2CLA013620N7002;J;56;CERTO;ABB;ORIGEN;;#N/D;;88;32;
N0136BL;2CLA013600N1102;J;65;0;ABB;ORIGEN;;X;;456;391;
N0136NG;2CLA013600N1502;J;32;0;ABB;ORIGEN;;X;;61;29;
N0136RJ;2CLA013600N7002;J;76;0;ABB;ORIGEN;;#N/D;;84;8;
N0150BL;2CLA015000N1102;J;14;0;ABB;ORIGEN;;X;;17;3;
N0154.1BL;2CLA015410N1102;J;10;0;ABB;ORIGEN;;#N/D;;10;0;
N0155.7BL;2CLA015570N1102;J;10;0;ABB;ORIGEN;;#N/D;;10;0;
N0160.7BL;2CLA016070N1102;J;9;0;ABB;ORIGEN;;#N/D;;11;2;
N0160.7NG;2CLA016070N1502;J;10;0;ABB;ORIGEN;;#N/D;;10;0;
N0185.3BL;2CLA018530N1102;J;13;0;ABB;ORIGEN;;#N/D;;17;4;
N0185.3NG;2CLA018530N1502;J;20;0;ABB;ORIGEN;;X;;20;0;
N0185BL;2CLA018500N1102;J;45;0;ABB;ORIGEN;;X;;57;12;
N0185NG;2CLA018500N1502;J;10;0;ABB;ORIGEN;;#N/D;;10;0;
N0301BL;2CLA030100N1102;J;8;0;ABB;ORIGEN;;#N/D;;10;2;
N0304BL;2CLA030400N1102;J;10;0;ABB;ORIGEN;;#N/D;;10;0;
N0370.1BL;2CLA037010N1102;J;197;0;ABB;ORIGEN;;#N/D;;368;171;
N0370.1NG;2CLA037010N1502;J;26;0;ABB;ORIGEN;;#N/D;;45;19;
N0371.1BL;2CLA037110N1102;J;1;0;ABB;ORIGEN;;X;;316;315;
N0371.1NG;2CLA037110N1502;J;13;0;ABB;ORIGEN;;X;;68;55;
N0371.21BL;2CLA037121N1102;J;644;0;ABB;ORIGEN;;#N/D;;662;18;
N0371.21NG;2CLA037121N1502;J;3;0;ABB;ORIGEN;;X;;42;39;
N0372.1BL;2CLA037210N1102;J;420;0;ABB;ORIGEN;;#N/D;;420;0;
N0372.1NG;2CLA037210N1502;J;6;0;ABB;ORIGEN;;#N/D;;10;4;
N0373.1BL;2CLA037310N1102;J;221;0;ABB;ORIGEN;;#N/D;;256;35;
N0373.1CH;2CLA037310N1902;J;10;0;ABB;ORIGEN;;#N/D;;10;0;
N0373.1GF;2CLA037310N1802;;10;0;ABB;ORIGEN;;;;10;0;
N0373.1NG;2CLA037310N1502;J;65;0;ABB;ORIGEN;;X;;70;5;
N0373.1OR;2CLA037310N1702;J;30;0;ABB;ORIGEN;;#N/D;;30;0;
N0373.1PL;2CLA037310N1302;J;10;0;ABB;ORIGEN;;#N/D;;10;0;
N0373.55GR;2CLA037355N1702;J;25;0;ABB;ORIGEN;;#N/D;;30;5;
N0501.2BL;2CLA050120N1102;JJJ;1;0;ABB;ORIGEN;;#N/D;;6;5;
N0501.3BL;2CLA050130N1102;J;7;0;ABB;ORIGEN;;#N/D;;10;3;
N0501BL;2CLA050100N1102;J;16;0;ABB;ORIGEN;;#N/D;;21;5;
N0502BL;2CLA050200N1102;J;0;0;ABB;ORIGEN;;#N/D;;10;10;
N0536.11BL;2CLA053611N1102;JJJ;0;0;ABB;ORIGEN;;#N/D;;15;15;
N0536.2BL;2CLA053620N1102;JJJ;0;0;ABB;ORIGEN;;#N/D;;25;25;
N0536.3BL;2CLA053630N1102;N/A;23;0;ABB;ORIGEN;;#N/D;;23;0;
N0536BL;2CLA053600N1102;J;29;0;ABB;ORIGEN;;#N/D;;55;26;
N0550BL;2CLA055000N1102;J;10;0;ABB;ORIGEN;;#N/D;;10;0;
N0670.1BL;2CLA067010N1102;J;42;0;ABB;ORIGEN;;#N/D;;140;98;
N0670.1NG;2CLA067010N1502;J;23;0;ABB;ORIGEN;;#N/D;;50;27;
N0671.1BL;2CLA067110N1102;J;79;0;ABB;ORIGEN;;X;;249;170;
N0671.1NG;2CLA067110N1502;J;5;0;ABB;ORIGEN;;X;;30;25;
N0671.41BL;2CLA067141N1102;J;149;0;ABB;ORIGEN;PLACA 4X4 3 MODULOS C/SUPORTE;#N/D;;150;1;
N0671.41NG;2CLA067141N1502;J;18;0;ABB;ORIGEN;;X;;24;6;
N0673.1BL;2CLA067310N1102;J;87;0;ABB;ORIGEN;;#N/D;;158;71;
N0673.1CH;2CLA067310N1902;J;10;0;ABB;ORIGEN;;#N/D;;10;0;
N0673.1GF;2CLA067310N1802;J;20;0;ABB;ORIGEN;;#N/D;;20;0;
N0673.1NG;2CLA067310N1502;J;37;0;ABB;ORIGEN;;X;;44;7;
N0673.1PL;2CLA067310N1302;J;10;0;ABB;ORIGEN;;#N/D;;10;0;
N1100BL;2CLA110000N1104S;I 02;90;CERTO;ABB;UNNO;INT.SIMPLES 1M 16A;X;;133;43;
N1100PR;2CLA110000N1304S;I 14;12;CERTO;ABB;UNNO;MODULO CEGO ;#N/D;;12;0;
N1100PT;2CLA110000N1604S;I 08;108;CERTO;ABB;UNNO;MODULO CEGO PRETO;#N/D;;127;19;
N1101.3BL;2CLA110130N1104S;I 02;10;CERTO;ABB;UNNO;INT. SIMPLES C\ LED;#N/D;;10;0;
N1101.3BN;2CLA1101.3BNS;I;14;0;ABB;UNNO;INT. SIMPLES BICOLOR;#N/D;;14;0;
N1101.3PR;2CLA110130N1304S;I 14;0;CERTO;ABB;UNNO;INT. SIMPLES LUMINOSO;#N/D;;0;0;
N1101.3PT;2CLA110130N1604S;I 08;1;0;ABB;UNNO;;#N/D;;1;0;
N1101.7BL;2CLA110170N1104S;I 02;8;CERTO;ABB;UNNO;INT. SIMPLES BIP.;#N/D;;8;0;
N1101.7PR;2CLA110170N1304S;I 14;7;CERTO;ABB;UNNO;;#N/D;;7;0;
N1101BL;2CLA110100N1104S;I 02;472;CERTO;ABB;UNNO;INTERRUP.  SIMPLES;#N/D;;593;121;
N1101BN;2CLA110110N1804S;F 11;59;0;ABB;UNNO;INT. SIMPLES BICOLOR;#N/D;;59;0;
N1101PR;2CLA110100N1304S;I 14;2;CERTO;ABB;UNNO;INT. SIMPLES;#N/D;;2;0;
N1101PT;2CLA110100N1604S;I 08;156;CERTO;ABB;UNNO;;X;;171;15;
N1102.2BL;2CLA110220N1104S;I 02;1;CERTO;ABB;UNNO;;#N/D;;1;0;
N1102.3BL;2CLA110230N1104S;I 02;7;CERTO;ABB;UNNO;;#N/D;;10;3;
N1102.3BN;2CLON110238BRS;I;16;0;ABB;UNNO;INT. PAR. BICOLOR;#N/D;;16;0;
N1102.3PR;2CLA110230N1304S;I 14;7;CERTO;ABB;UNNO;INT. PARALELO LUMINOSO;#N/D;;7;0;
N1102.3PT;2CLA110230N1604S;I 08;6;0;ABB;UNNO;;#N/D;;6;0;
N1102BL;2CLA110210N1104S;I 02;63;CERTO;ABB;UNNO;INTERRUP. PARALELO;#N/D;;166;103;
N1102BN;2CLA110210N1804S;I;44;0;ABB;UNNO;INT. PARALELO BICOLOR;#N/D;;44;0;
N1102PR;2CLA110210N1304S;I 14;18;CERTO;ABB;UNNO;INT. PARALELO;#N/D;;18;0;
N1102PT;2CLA110210N1604S;I 08;111;0;ABB;UNNO;INTERR. PARALELO;#N/D;;133;22;
N1104.2BL;2CLA110420N1104S;I 02;0;CERTO;ABB;UNNO;PULSADOR MINIT 10A BRANCO;#N/D;;0;0;
N1104.2BN;2CLA110420N1804S;I;20;CERTO;ABB;UNNO;"INT.BIPOLAR.SIMP.16AX;250V~";X;;20;0;
N1104.2PR;2CLA110420N1304S;I 14;20;CERTO;ABB;UNNO;;X;;20;0;
N1104.2PT;2CLA110420N1604;I 08;0;;ABB;UNNO;PULSADOR PARAMINUTERIA PRETO;;;0;0;
N1104.7BL;2CLA110470N1104S;I 02;3;CERTO;ABB;UNNO;PULSADOR  CAMP;#N/D;;3;0;
N1104.7PR;2CLA110470N1304S;I 14;20;CERTO;ABB;UNNO;;X;;32;12;
N1104.7PT;2CLA110470N1604S;I 08;14;0;ABB;UNNO;;#N/D;;17;3;
N1104BL;2CLA110400N1104S;I 02;20;CERTO;ABB;UNNO;PULSADOR CAMP;#N/D;;23;3;
N1104BN;2CLA110410N1804S;I;48;0;ABB;UNNO;PULSSADOR CAMP BICOLOR;#N/D;;48;0;
N1104PR;2CLA110400N1304S;I 14;15;CERTO;ABB;UNNO;;X;;16;1;
N1104PT;2CLA110400N1604S;I 08;14;0;ABB;UNNO;;#N/D;;14;0;
N1107BL;2CLA110700N1104S;I 02;14;CERTO;ABB;UNNO;MODULA SAIDA;#N/D;;31;17;
N1107PR;2CLA110700N1304S;I 15;24;CERTO;ABB;UNNO;PULSADOR SEM GRAVAÇÃO;X;;24;0;
N1107PT;2CLA110700N1604S;I 08;13;CERTO;ABB;UNNO;;X;;14;1;
N1110BL;2CLA111000N1104S;I 02;10;CERTO;ABB;UNNO;INTERRUP. INTERMEDIARIO;#N/D;;38;28;
N1110BN;2CLA111010N1804S;I;36;0;ABB;UNNO;INT. INTERM BICOLOR;#N/D;;36;0;
N1110PR;2CLA111000N1304S;I 15;0;CERTO;ABB;UNNO;INT. INT. 10A;#N/D;;0;0;
N1110PT;2CLA111000N1604S;I 08;22;CERTO;ABB;UNNO;;X;;46;24;
N1117BL;2CLA111700N1104S;I 02;0;CERTO;ABB;UNNO;TOMADA RJ11;#N/D;;0;0;
N1117PR;2CLA111700N1304S;I 15;0;CERTO;ABB;UNNO;;X;;0;0;
N1117PT;2CLA111700N1604S;I 08;5;CERTO;ABB;UNNO;;X;;5;0;
N1118.5BL;2CLA111850N1104S;I 02;15;CERTO;ABB;UNNO;TOMADA RJ1145;#N/D;;15;0;
N1118.5PR;2CLA111850N1304S;I 15;4;CERTO;ABB;UNNO;;X;;4;0;
N1118.5PT;2CLA111850N1604S;I 08;5;CERTO;ABB;UNNO;;X;;13;8;
N1118.6BL;2CLA111860N1104S;I 03;5;CERTO;ABB;UNNO;;#N/D;;5;0;
N1118.6PR;2CLA111860N1304S;I 15;0;CERTO;ABB;UNNO;;X;;6;6;
N1118.6PT;2CLA111860N1604S;I 08;7;CERTO;ABB;UNNO;;X;;10;3;
N1118BL;2CLA111800N1104S;I 03;0;CERTO;ABB;UNNO;;X;;0;0;
N1118PR;2CLA111800N1304S;I 15;20;CERTO;ABB;UNNO;;X;;20;0;
N1118PT;2CLA111800N1604S;I 08;10;CERTO;ABB;UNNO;;X;;10;0;
N1119BL;2CLA111900N1104S;I 03;2;CERTO;ABB;UNNO;CIGARRA;#N/D;;2;0;
N1119PR;2CLA111900N1304S;I 15;7;CERTO;ABB;UNNO;CIGARRA BIVOLT;#N/D;;7;0;
N1136.2BL;2CLA113620N1104S;I 03;52;CERTO;ABB;UNNO;TOMADA 2P + T ;#N/D;;146;94;
N1136.2NBL;2CLA113620N1114S;I 03;30;0;ABB;UNNO;;;;43;13;
N1136.2NPT;2CLA113620N1614S;I 10;0;0;ABB;UNNO;TOMADA 2P + T 20A PRETA;#N/D;;88;88;
N1136.2NVM;2CLA113620N1714S;I;15;CERTO;ABB;UNNO;;#N/D;;33;18;
N1136.2PR;2CLA113620N1304S;I 15;1;CERTO;ABB;UNNO;;X;;1;0;
N1136.2PT;2CLA113620N1604S;I 10;51;CERTO;ABB;UNNO;;X;;57;6;
N1136.2VM;2CLA113620N1704S;I 21;6;CERTO;ABB;UNNO;;X;;89;83;
N1136.NBL;2CLA113600N1114S;I 03;35;0;ABB;UNNO;;#N/D;;93;58;
N1136.NPT;2CLA113600N1614S;I 10;16;CERTO;ABB;UNNO;;#N/D;;59;43;
N1136.NVM;2CLA113600N1714S;;2;0;ABB;UNNO;;;;17;15;
N1136BL;2CLA113600N1104S;;38;CERTO;ABB;UNNO;TOMADA 2P+T;#N/D;;94;56;
N1136PR;2CLA113600N1304S;I 15;7;CERTO;ABB;UNNO;TOMADA 2P;#N/D;;8;1;
N1136PT;2CLA113600N1604S;I 10;170;CERTO;ABB;UNNO;;X;;173;3;
N1136VM;2CLA113600N1704S;I;36;CERTO;ABB;UNNO;TOMADA P BRAS. VERTICAL;#N/D;;49;13;
N1150BL;2CLA115000N1104S;;27;CERTO;ABB;UNNO;TOMADA ANT TV;#N/D;;27;0;
N1150PR;2CLA115000N1304S;I 14;38;CERTO;ABB;UNNO;;X;;38;0;
N1150PT;2CLA115000N1604S;I 08;1;CERTO;ABB;UNNO;;X;;1;0;
N1160.1BL;2CLA116010N1104S;;8;CERTO;ABB;UNNO;DIMMER 220V;#N/D;;8;0;
N1160.2BL;2CLA116020N1604S;;6;CERTO;ABB;UNNO;DIMMER BIVOLT;#N/D;;6;0;
N1160.LBL;2CLA116000N1104S;;24;CERTO;ABB;UNNO;DIMMER 127V;#N/D;;24;0;
N1185BL;2CLA137010N1104S;I 02;45;CERTO;ABB;UNNO;;X;;47;2;
N1185PT;2CLA118500N1604S;I 08;7;0;ABB;UNNO;USB;#N/D;;7;0;
N1370.1BL;2CLA137000N1104S;;29;CERTO;ABB;UNNO;PLACA  4X2;#N/D;;90;61;
N1370.1CL;2CLA137000N2904;I;17;0;ABB;;PLACA CEGA 4X2 CIDREIRA;#N/D;;17;0;
N1370.1PT;2CLA137000N1604S;I 09;45;CERTO;ABB;UNNO;;X;;53;8;
N1370.1RS;2CLA137000N3204S;I;20;0;ABB;UNNO;PLACA CEGA 4X2;#N/D;;20;0;
N1370.1TK;2CLA137000N3004S;I 20;20;CERTO;ABB;UNNO;;X;;20;0;
N1370CE;2CLA137000N104S;I;20;0;ABB;UNNO;PLACA CEGA 4X2;#N/D;;20;0;
N1370CH;2CLA137000N2604S;I;20;CERTO;ABB;UNNO;MODULO CEGO BCO;X;;20;0;
N1370CR;2CLA137000N1204S;I 29;28;CERTO;ABB;UNNO;INTERR. SIMPLES - 10A - PRETO;X;;38;10;
N1370GF;2CLA137000N1504S;I;14;CERTO;ABB;UNNO;PULSADOR PARA CIA;X;;14;0;
N1370MS;2CLA137000N2104S;I;27;CERTO;ABB;UNNO;PULSADOR PARA MINUTERIA;X;;27;0;
N1370PR;2CLA137000N1304S;I 16;6;CERTO;ABB;UNNO;PLACA CEGA 4X2 PRATA;#N/D;;6;0;
N1370SK;2CLA137000N3304S;I;20;0;ABB;UNNO;PLACA CEGA 4X2;#N/D;;20;0;
N1370WG;2CLA137000N3104S;I;0;0;ABB;UNNO;PLACA CEGA 4X2;#N/D;;20;20;
N1371.1BL;2CLA137110N1104S;;113;CERTO;ABB;UNNO;PULSAD0R MINUT;X;;211;98;
N1371.1CE;2CLA137110N2904S;I;13;0;ABB;UNNO;PLACA HOR. 1M 4X2 CX.\ AB.;#N/D;;13;0;
N1371.1CH;2CLA137110N2604S;I;19;0;ABB;UNNO;PLACA HOR. 1M 4X2 CHOCOLATE;#N/D;;19;0;
N1371.1CI;2CLA137110N;I;11;0;ABB;UNNO;PLACA HOR. 1M 4X2;#N/D;;11;0;
N1371.1CR;2CLA137110N1204S;I 29;14;0;ABB;UNNO;PLACA HOR. 1M 4X2 CREAM;#N/D;;14;0;
N1371.1GF;2CLA137110N1504S;I;2;CERTO;ABB;UNNO;PULSADOR SEM GRAVAÇÃO;X;;22;20;
N1371.1MS;S;I;5;CERTO;ABB;UNNO;MODULO SAIDA;X;;5;0;
N1371.1PR;2CLA137110N1304S;I 16;17;CERTO;ABB;UNNO;MODULO SAIDA DE FIO;X;;27;10;
N1371.1PT;2CLA137110N1604S;I 09;27;CERTO;ABB;UNNO;INTERR. INTERMEDIARIO;X;;46;19;
N1371.1RS;2CLA137110N3204S;I;17;CERTO;ABB;UNNO;TOMADA RJ11;X;;17;0;
N1371.1SK;2CLA137110N3304S;I;14;0;ABB;UNNO;PLACA HOR. 1M 4X2 SKY;#N/D;;14;0;
N1371.1TK;2CLA137111N3004S;I 20;3;CERTO;ABB;UNNO;TOMADA RJ11;X;;3;0;
N1371.1VBL;2CLA137111N1104S;;34;CERTO;ABB;UNNO;;#N/D;;34;0;
N1371.1VCE;2CLA137111N2904S;I;19;0;ABB;UNNO;PLACA VERT. 1M 4X2 CX.\ AB.;#N/D;;19;0;
N1371.1VCH;2CLA137111N2604S;I;20;CERTO;ABB;UNNO;SUPORTE RJ45 BL;X;;20;0;
N1371.1VCI;2CLA137111N;I;14;0;ABB;UNNO;PLACA VERTICAL 1M 4X2 CIDREIRA;#N/D;;14;0;
N1371.1VCR;2CLA137111N1204S;I 29;36;CERTO;ABB;UNNO;MODULO SUPORTE;X;;36;0;
N1371.1VGF;2CLA137111N1504S;I;10;CERTO;ABB;UNNO;SUPORTE RJ45 PRETO;X;;10;0;
N1371.1VMS;2CLA137111N2104S;I;19;CERTO;ABB;UNNO;TOMADA RJ45;X;;19;0;
N1371.1VPR;2CLA137111N1304S;I 13;9;CERTO;ABB;UNNO;PLACA VERTICAL 1M 4X2PRATA;#N/D;;9;0;
N1371.1VPT;2CLA137111N1604S;I 09;16;CERTO;ABB;UNNO;TOMADA RJ45;X;;16;0;
N1371.1VRS;2CLA137111N3204S;I;19;CERTO;ABB;UNNO;TOMADA RJ45;X;;19;0;
N1371.1VSK;2CLA137111N3304S;I;20;0;ABB;UNNO;PLACA VERT. 1M 4X2 SKY;#N/D;;20;0;
N1371.1VTK;2CLA137110N3004S;I 20;18;0;ABB;UNNO;PLACA VERTICAL 1M 4X2TEKA;#N/D;;19;1;
N1371.1VWG;2CLA137111N3104S;I 20;20;CERTO;ABB;UNNO;TOMADA RJ45;X;;20;0;
N1371.1WG;2CLA137110N3104S;I 22;5;0;ABB;UNNO;PLACA HOR. 1M 4X2 CX.\ AB.;#N/D;;25;20;
N1371.9VAZ;2CLA137191N204S;I;0;0;ABB;UNNO;;#N/D;;0;0;
N1371.9VBL;2CLA137191N1104S;;58;CERTO;ABB;UNNO;SUPORTE 4X2 VERTICAL;#N/D;;58;0;
N1371.9VCH;2CLA137191N2604S;I;9;0;ABB;UNNO;;#N/D;;9;0;
N1371.9VDO;2CLON137191BRS;I;24;0;ABB;UNNO;;#N/D;;24;0;
N1371.9VPT;2CLA137190N1604S;I 09;3;0;ABB;UNNO;;#N/D;;3;0;
N1372.1BL;2CLA137210N1104S;;20;CERTO;ABB;UNNO;PLACA 4X2 2 MOD. JUNTOS;#N/D;;21;1;
N1372.1CE;2CLA137210N2904S;I;20;0;ABB;UNNO;PLACA 2M 4X2;#N/D;;20;0;
N1372.1CH;2CLA137210N2604S;I;20;CERTO;ABB;UNNO;TOMADA 10A;X;;20;0;
N1372.1CI;2CLA137210N;I;20;0;ABB;UNNO;PLACA 2M 4X2 CIDREIRA;#N/D;;20;0;
N1372.1CR;2CLA137210N1204S;I 29;19;CERTO;ABB;UNNO;TOMADA 2P+T;X;;19;0;
N1372.1GF;2CLA137210N1504S;I;19;CERTO;ABB;UNNO;TOMADA 20A;X;;19;0;
N1372.1MS;2CLA137210N2104S;I;20;CERTO;ABB;UNNO;TOMADA 2P+T 20A BRAS. VERTICAL - VERM.;X;;20;0;
N1372.1PR;2CLA137210N1304S;I 16;20;CERTO;ABB;UNNO;ANTENA TV COAXIAL;X;;20;0;
N1372.1PT;2CLA137210N1604S;I 09;16;0;ABB;UNNO;PLACA 2M 4X2 PRETA;#N/D;;17;1;
N1372.1RS;2CLA137210N3204S;I;20;0;ABB;UNNO;PLACA 2M 4X2 ROSA;#N/D;;20;0;
